	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число полученных открепительных  удостоверений	Число открепительных удостоверений, выданных избирателям на избирательном участке	Число избирателей, проголосовавших по открепительным удостоверениям	Число неиспользованных открепительных удостоверений	Число открепительных удостоверений, выданных избирателям ТИК	Число утраченных открепительных удостоверений	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Жириновский Владимир Вольфович	Зюганов Геннадий Андреевич	Миронов Сергей Михайлович	Прохоров Михаил Дмитриевич	Путин Владимир Владимирович
УИК №620	2661	2500	0	1522	71	907	71	1515	30	1556	68	68	29	0	11	0	0	0	105	314	92	278	767
УИК №621	2656	2500	0	1503	60	937	60	1503	26	1537	68	68	36	0	13	0	0	0	88	311	91	254	793
УИК №622	2509	2300	0	1413	46	841	46	1411	36	1421	65	59	50	6	7	0	0	0	91	278	78	230	744
УИК №62	2758	2150	0	1529	62	559	62	1522	40	1544	80	58	81	22	0	0	0	0	106	314	86	323	715
УИК №623	2640	2400	0	1439	57	904	57	1439	22	1474	65	52	44	13	10	0	0	0	150	268	68	187	801
УИК №624	2309	2100	0	1364	62	674	62	1364	29	1397	65	65	45	0	3	0	0	0	112	274	80	227	704
УИК №625	2472	2300	0	1425	39	836	39	1420	13	1446	70	70	36	0	2	0	0	0	97	289	68	224	768
УИК №626	2559	2300	0	1495	66	739	66	1495	27	1534	65	65	41	0	6	0	0	0	115	238	86	249	846
УИК №627	2614	2000	0	1572	28	400	28	1560	32	1556	82	82	26	0	4	0	0	0	85	309	93	376	693
УИК №628	2303	1700	0	1219	35	446	35	1218	27	1226	54	53	22	1	2	0	0	0	77	240	75	256	578
УИК №629	2362	1800	0	1334	35	431	35	1330	31	1334	60	60	20	0	1	0	0	0	72	286	79	314	583
УИК №630	2193	1700	0	1174	58	468	58	1168	27	1199	52	52	28	0	11	0	0	0	75	240	75	242	567
УИК №631	2586	2000	0	1431	52	517	52	1429	22	1459	100	88	22	12	10	0	0	0	108	303	80	273	695
УИК №63	1793	1400	0	935	27	438	27	935	21	941	60	43	50	17	0	0	0	0	54	189	46	225	427
УИК №632	2239	1700	0	1150	38	512	38	1148	16	1170	46	41	15	5	1	0	0	0	63	239	72	222	574
УИК №633	2183	1650	0	1218	107	325	107	1211	24	1294	54	52	26	2	7	0	0	0	88	249	71	223	663
УИК №634	2066	1600	0	1132	28	440	28	1130	16	1142	44	42	38	2	8	0	0	0	63	237	70	205	567
УИК №635	2508	2000	0	1343	73	584	73	1335	23	1385	56	54	22	2	2	0	0	0	90	282	88	281	644
УИК №636	2007	1500	0	1155	31	314	31	1154	20	1165	55	53	26	2	1	0	0	0	91	212	65	178	619
УИК №637	1527	1200	0	899	18	283	18	898	18	898	70	54	47	16	0	0	0	0	67	176	61	177	417
УИК №638	2865	2200	0	1666	42	492	42	1661	26	1677	86	86	30	0	7	0	0	0	95	350	113	310	809
УИК №639	2590	1700	0	1429	30	241	30	1428	30	1428	74	74	25	0	0	0	0	0	74	300	84	303	667
УИК №640	2638	2050	0	1597	52	401	52	1594	28	1618	55	53	39	2	1	0	0	0	108	321	84	381	724
УИК №641	2661	2000	0	1427	70	503	70	1427	37	1460	60	53	45	7	0	0	0	0	77	285	100	293	705
УИК №642	2019	1650	0	1228	32	390	32	1228	29	1231	48	39	21	9	5	0	0	0	58	237	72	278	586
УИК №64	2904	2000	0	1599	175	226	175	1597	33	1739	102	100	170	2	0	0	0	0	92	301	86	346	914
УИК №643	2210	1650	0	1232	39	379	39	1210	27	1222	40	37	35	3	0	0	0	0	72	226	48	228	648
УИК №644	2514	1900	0	1452	50	398	50	1451	27	1474	65	63	53	2	1	0	0	0	81	315	80	293	705
УИК №645	2574	2000	0	1529	33	438	33	1524	26	1531	68	67	64	1	1	0	0	0	85	306	81	291	768
УИК №646	1793	1350	0	1070	14	266	14	1068	22	1060	48	48	25	0	0	0	0	0	77	225	57	200	501
УИК №647	1730	1300	0	981	29	290	29	976	23	982	40	31	35	9	0	0	0	0	58	209	49	184	482
УИК №648	2484	1900	0	1388	44	468	44	1388	34	1398	53	50	59	3	2	0	0	0	92	283	79	270	674
УИК №649	2393	2000	0	1339	53	608	53	1331	26	1358	68	68	50	0	31	0	0	0	104	256	71	238	689
УИК №650	2724	2300	0	1634	69	597	69	1629	39	1659	61	60	94	1	24	0	0	0	99	283	82	397	798
УИК №651	3291	2500	0	2047	25	428	25	2037	35	2027	86	83	131	3	34	0	0	0	133	296	89	552	957
УИК №65	2121	1600	0	1130	61	409	61	1124	31	1154	70	64	48	6	1	0	0	0	47	198	59	393	457
УИК №652	2275	2000	0	1247	86	667	86	1231	22	1295	65	65	73	0	20	0	0	0	85	213	92	262	643
УИК №653	2523	2300	0	1418	80	802	80	1418	16	1482	71	71	36	0	22	0	0	0	99	277	94	326	686
УИК №654	2571	2400	0	1399	69	932	69	1399	33	1435	45	45	49	0	35	0	0	0	106	246	79	278	726
УИК №655	1728	1500	0	899	96	505	96	894	13	977	30	30	105	0	2	0	0	0	65	175	54	186	497
УИК №656	2252	2000	0	1241	43	716	43	1235	23	1255	65	63	70	2	30	0	0	0	96	225	73	239	622
УИК №657	2147	2000	0	1260	64	676	64	1255	33	1286	50	46	92	4	2	0	0	0	71	288	71	268	588
УИК №658	2221	2000	0	1301	80	619	80	1296	30	1346	60	51	27	9	15	0	0	0	62	262	97	356	569
УИК №659	2000	2000	0	1142	111	747	111	1142	20	1233	70	57	71	13	3	0	0	0	48	264	60	320	541
УИК №660	2396	2000	0	1446	45	509	45	1443	29	1459	60	56	74	4	6	0	0	0	71	268	81	368	671
УИК №661	2129	2000	0	1100	60	840	60	1097	15	1142	60	52	33	8	13	0	0	0	62	235	65	255	525
УИК №662	2399	2000	0	1300	55	645	55	1299	22	1332	60	59	33	1	3	0	0	0	78	238	57	371	588
УИК №66	2581	2100	0	1518	49	533	49	1513	33	1529	71	62	69	9	2	0	0	0	57	384	65	430	593
УИК №663	2510	2200	0	1411	36	753	36	1404	30	1410	60	59	33	1	10	0	0	0	86	307	61	305	651
УИК №664	2401	2000	0	1379	32	589	32	1372	29	1375	60	60	69	0	7	0	0	0	86	257	89	338	605
УИК №665	2287	2000	0	1281	65	654	65	1273	20	1318	50	49	110	1	8	0	0	0	83	245	80	308	602
УИК №666	2448	2200	0	1397	73	730	73	1397	26	1444	70	66	33	4	13	0	0	0	96	281	88	337	642
УИК №667	2025	2000	0	1188	32	780	32	1188	27	1193	60	55	48	5	2	0	0	0	62	255	45	245	586
УИК №668	2556	2200	0	1423	43	734	43	1417	28	1432	75	75	67	0	11	0	0	0	105	266	64	347	650
УИК №669	2044	2000	0	1150	45	805	44	1148	47	1145	51	40	31	11	12	0	0	0	74	239	60	238	534
УИК №670	2537	2200	0	1394	48	758	48	1390	28	1410	60	46	30	14	6	0	0	0	65	273	64	388	620
УИК №671	1977	2000	0	1125	29	846	29	1117	21	1125	60	46	115	14	6	0	0	0	85	187	66	225	562
УИК №67	1991	1600	0	1141	64	395	63	1131	19	1175	50	43	95	7	0	0	0	0	53	249	62	300	511
УИК №672	2548	2200	0	1338	122	740	122	1338	36	1424	60	54	40	6	8	0	0	0	85	250	60	309	720
УИК №673	2279	2000	0	1219	60	721	60	1212	18	1254	50	49	44	1	4	0	0	0	71	267	68	290	558
УИК №674	1735	1600	0	1054	33	513	33	1053	21	1065	60	50	54	10	3	0	0	0	28	211	68	364	394
УИК №675	1954	1800	0	1158	37	605	37	1158	28	1167	50	38	84	12	2	0	0	0	57	228	52	362	468
УИК №676	2195	2000	0	1250	45	705	45	1249	29	1265	50	36	86	14	3	0	0	0	52	249	72	301	591
УИК №677	1726	1600	0	1084	48	468	48	1077	18	1107	50	41	56	9	0	0	0	0	62	207	64	336	438
УИК №678	1824	1700	0	1171	33	496	33	1169	32	1170	50	46	33	4	3	0	0	0	51	224	68	360	467
УИК №679	2133	2000	0	1177	41	782	41	1135	14	1162	70	49	60	21	6	0	0	0	65	240	52	308	497
УИК №680	2415	2000	0	1436	64	500	64	1431	27	1468	75	75	57	0	6	0	0	0	70	313	65	337	683
УИК №681	2383	2000	0	1470	60	470	60	1464	38	1486	70	61	29	9	3	0	0	0	72	323	66	393	632
УИК №682	2213	2000	0	1305	52	643	52	1303	19	1336	70	54	87	16	4	0	0	0	67	281	72	369	547
УИК №68	2527	2100	0	1392	53	655	53	1389	22	1420	70	67	37	3	2	0	0	0	65	301	81	436	537
УИК №683	2487	2000	0	1441	49	510	49	1436	19	1466	70	66	44	4	5	0	0	0	81	310	79	353	643
УИК №684	1979	1800	0	1160	24	616	24	1158	25	1157	50	42	44	8	3	0	0	0	61	203	66	333	494
УИК №685	2369	2000	0	1378	43	579	43	1377	33	1387	70	52	36	18	4	0	0	0	66	284	76	365	596
УИК №686	2854	2300	0	1620	30	650	30	1614	28	1616	90	64	83	26	2	0	0	0	82	352	88	457	637
УИК №687	2578	2300	0	1577	43	680	43	1571	44	1570	60	57	31	3	2	0	0	0	85	352	75	434	624
УИК №688	2877	2300	0	1663	34	603	34	1662	28	1668	70	56	39	14	1	0	0	0	81	316	92	530	649
УИК №689	1640	1650	0	899	9	742	9	899	18	890	80	79	15	1	12	0	0	0	109	178	31	138	434
УИК №690	1716	1700	0	977	0	723	0	971	18	953	110	103	24	7	8	0	0	0	123	164	43	148	475
УИК №691	2130	1900	0	1303	53	544	53	1250	24	1279	55	54	127	1	2	0	0	0	98	256	76	244	605
УИК №692	2372	2250	0	1315	33	902	33	1311	34	1310	30	30	46	0	2	0	0	0	63	291	66	280	610
УИК №69	2473	2000	0	1365	85	550	85	1361	27	1419	71	56	80	15	1	0	0	0	53	285	85	398	598
УИК №693	2482	2300	0	1473	36	791	35	1469	22	1482	30	30	65	0	3	0	0	0	89	293	70	264	766
УИК №694	2619	2400	0	1660	33	707	33	1646	37	1642	50	50	44	0	12	0	0	0	88	350	116	438	650
УИК №695	2762	2700	0	1696	37	967	37	1691	30	1698	65	65	44	0	4	0	0	0	104	390	112	362	730
УИК №696	2659	2600	0	1545	33	1022	33	1543	33	1543	70	70	29	0	13	0	0	0	106	299	96	320	722
УИК №697	2939	2800	0	1724	31	1045	31	1721	42	1710	55	55	39	0	5	0	0	0	114	334	83	319	860
УИК №698	2357	2250	0	1263	27	960	27	1258	31	1254	70	56	16	14	4	0	0	0	82	237	75	291	569
УИК №699	2818	2700	0	1536	49	1115	49	1529	29	1549	60	60	25	0	8	0	0	0	96	278	78	347	750
УИК №700	2388	2250	0	1445	26	779	26	1443	27	1442	70	57	31	13	6	0	0	0	89	286	84	341	642
УИК №701	2666	2600	0	1583	28	989	28	1579	32	1575	100	98	44	2	6	0	0	0	102	294	60	355	764
УИК №702	2846	2800	0	1685	22	1093	22	1682	29	1675	100	97	81	3	10	0	0	0	128	333	82	340	792
УИК №70	2832	2200	0	1617	61	522	61	1616	43	1634	50	49	117	1	3	0	0	0	68	311	94	505	656
УИК №703	2173	2100	0	1263	35	802	35	1258	19	1274	60	57	27	3	8	0	0	0	84	235	86	286	583
УИК №704	2241	2150	0	1318	29	803	29	1287	23	1293	30	29	20	1	8	0	0	0	64	236	73	262	658
УИК №705	2130	2000	0	1218	20	762	20	1210	19	1211	40	38	47	2	14	0	0	0	94	232	61	271	553
УИК №706	2150	1800	0	1283	11	506	11	1280	27	1264	70	69	24	1	7	0	0	0	75	227	63	354	545
УИК №707	2138	2100	0	1309	23	768	23	1305	28	1300	50	46	50	4	7	0	0	0	84	245	67	280	624
УИК №708	2098	2000	0	1278	40	682	40	1274	23	1291	60	48	31	12	6	0	0	0	76	294	60	238	623
УИК №709	2546	2400	0	1491	48	861	48	1488	26	1510	40	40	68	0	5	0	0	0	94	260	76	275	805
УИК №710	2523	2450	0	1414	33	1003	33	1414	35	1412	80	71	41	9	5	0	0	0	102	278	72	290	670
УИК №711	2406	2350	0	1268	29	1053	29	1265	28	1266	50	50	17	0	8	0	0	0	106	226	64	202	668
УИК №712	2635	2550	0	1545	35	970	35	1515	29	1521	55	49	28	6	9	0	0	0	98	321	70	310	722
УИК №71	2696	2100	0	1578	74	448	74	1578	30	1622	91	71	93	20	1	0	0	0	73	326	83	453	687
УИК №713	2572	2450	0	1430	62	958	62	1430	19	1473	50	50	40	0	10	0	0	0	100	290	85	287	711
УИК №714	2125	2000	0	1265	30	705	30	1249	14	1265	45	45	56	0	18	0	0	0	90	226	65	240	644
УИК №715	2660	2500	0	1506	40	954	40	1466	28	1478	55	54	26	1	9	0	0	0	107	285	74	266	746
УИК №716	2391	2300	0	1352	47	901	47	1350	33	1364	55	54	22	1	9	0	0	0	87	281	64	262	670
УИК №717	2340	2300	0	1347	57	896	57	1344	32	1369	60	54	26	6	0	0	0	0	98	316	85	282	588
УИК №718	2256	2300	0	1321	103	876	103	1287	16	1374	95	95	17	0	6	0	0	0	112	242	78	252	690
УИК №719	2020	2000	0	1150	30	820	30	1145	35	1140	75	74	32	1	5	0	0	0	87	205	59	215	574
УИК №7	1950	1300	0	1116	33	151	33	1113	38	1108	50	45	200	5	0	0	0	0	35	243	56	364	410
УИК №720	2492	2400	0	1501	37	862	37	1496	29	1504	65	65	39	0	7	0	0	0	115	312	71	258	748
УИК №721	2430	2400	0	1327	43	1030	43	1322	30	1335	41	40	32	1	9	0	0	0	85	242	63	223	722
УИК №722	2087	2050	0	1223	17	810	17	1222	27	1212	60	60	38	0	16	0	0	0	100	216	71	232	593
УИК №72	2855	2200	0	1598	166	436	166	1595	22	1739	71	50	56	21	0	0	0	0	62	371	102	501	703
УИК №723	2195	2150	0	1258	37	855	37	1257	26	1268	50	49	22	1	12	0	0	0	90	265	62	225	626
УИК №724	2043	2000	0	1050	24	926	24	1050	20	1054	45	40	20	5	9	0	0	0	99	209	34	159	553
УИК №725	2142	2100	0	1213	46	841	46	1209	12	1243	50	49	36	1	9	0	0	0	52	280	61	249	601
УИК №726	2973	2800	0	1711	36	1053	36	1705	24	1717	65	62	44	3	12	0	0	0	134	348	92	261	882
УИК №727	2671	2600	0	1462	33	1105	33	1448	34	1447	70	61	37	9	13	0	0	0	94	267	68	274	744
УИК №728	2660	2600	0	1483	34	1083	34	1479	60	1453	50	49	28	1	11	0	0	0	101	290	76	306	680
УИК №729	2606	2400	0	1607	19	774	19	1607	43	1583	90	89	16	1	14	0	0	0	115	305	66	421	676
УИК №730	2326	2300	0	1330	28	942	28	1329	27	1330	50	49	22	1	9	0	0	0	106	245	86	245	648
УИК №731	2373	2300	0	1333	33	934	33	1328	29	1332	49	46	48	3	11	0	0	0	85	268	71	246	662
УИК №732	2812	2750	0	1672	29	1049	29	1663	23	1669	60	58	91	2	8	0	0	0	108	340	96	348	777
УИК №73	2836	2300	0	1576	86	638	86	1066	19	1133	60	59	81	1	0	0	0	0	63	241	65	278	486
УИК №733	2530	2500	0	1360	43	1097	43	1356	15	1384	56	56	41	0	8	0	0	0	88	309	59	255	673
УИК №734	2540	2500	0	1424	29	1047	29	1419	22	1426	87	78	54	9	9	0	0	0	116	301	72	236	701
УИК №735	2413	2300	0	1338	40	922	40	1338	22	1356	50	50	35	0	8	0	0	0	113	262	38	288	655
УИК №736	2537	2500	0	1387	43	1070	43	1387	23	1407	70	70	74	0	10	0	0	0	94	225	58	256	774
УИК №737	2813	2700	0	1517	64	1119	63	1508	27	1544	55	54	45	1	22	0	0	0	101	308	78	282	775
УИК №738	2521	2500	0	1348	49	1103	49	1340	27	1362	50	50	37	0	14	0	0	0	70	314	60	354	564
УИК №739	1825	1600	0	958	73	569	73	956	20	1009	55	37	30	18	4	0	0	0	53	194	60	260	442
УИК №740	1713	1400	0	995	34	371	34	992	29	997	70	48	61	22	1	0	0	0	75	204	53	214	451
УИК №741	2451	2300	0	1415	47	838	47	1412	25	1434	65	59	84	6	2	0	0	0	95	280	83	315	661
УИК №742	2040	1700	0	1181	135	384	133	1175	22	1286	50	30	84	20	3	0	0	0	87	254	44	271	630
УИК №74	2488	2000	0	1424	96	480	96	1419	26	1489	81	70	116	11	1	0	0	0	66	298	70	438	617
УИК №743	1325	1200	0	620	76	504	76	617	11	682	40	23	28	17	4	0	0	0	27	138	39	137	341
УИК №744	2130	1800	0	1226	94	480	94	1218	32	1280	65	48	36	17	1	0	0	0	68	267	62	339	544
УИК №745	2600	2100	0	1445	63	592	63	1439	41	1461	60	54	60	6	7	0	0	0	105	238	67	311	740
УИК №746	1840	1600	0	974	84	542	84	972	17	1039	50	44	55	6	2	0	0	0	64	185	61	266	463
УИК №747	2295	1900	0	1288	60	552	60	1287	8	1339	50	38	30	12	5	0	0	0	86	262	72	301	618
УИК №748	2168	1900	0	1236	66	598	66	1223	22	1267	50	45	28	5	5	0	0	0	79	268	75	257	588
УИК №749	2324	1900	0	1244	84	572	84	1240	24	1300	50	48	76	2	4	0	0	0	73	237	62	288	640
УИК №750	2342	2000	0	1354	42	604	42	1347	44	1345	58	58	48	0	13	0	0	0	72	307	62	284	620
УИК №751	2557	2000	0	1502	73	425	73	1502	30	1545	42	42	125	0	29	0	0	0	106	309	99	300	731
УИК №75	2191	1800	0	1309	73	418	73	1295	29	1339	72	69	105	3	0	0	0	0	64	255	67	370	583
УИК №752	2239	2000	0	1360	69	571	69	1360	23	1406	45	43	56	2	13	0	0	0	86	227	84	311	698
УИК №753	2470	2000	0	1430	48	522	48	1427	30	1445	44	44	33	0	12	0	0	0	76	286	84	363	636
УИК №754	2428	2000	0	1380	54	566	54	1380	30	1404	38	35	59	3	28	0	0	0	104	268	64	302	666
УИК №755	2591	2000	0	1486	41	473	41	1480	28	1493	42	41	47	1	11	0	0	0	112	323	72	318	668
УИК №756	2498	2000	0	1415	89	496	89	1412	29	1472	65	65	53	0	23	0	0	0	104	310	99	301	658
УИК №757	2561	2000	0	1583	43	374	43	1581	33	1591	54	54	60	0	17	0	0	0	106	353	76	365	691
УИК №758	2622	2000	0	1554	72	374	72	1527	23	1576	64	64	66	0	34	0	0	0	86	352	99	336	703
УИК №759	2576	2000	0	1512	43	445	43	1509	37	1515	49	45	105	4	31	0	0	0	106	302	67	340	700
УИК №760	2341	2000	0	1246	48	706	48	1242	31	1259	49	49	77	0	18	0	0	0	85	272	48	265	589
УИК №761	2619	2000	0	1540	37	423	37	1530	32	1535	57	55	59	2	22	0	0	0	92	324	77	355	687
УИК №762	2305	2000	0	1327	40	633	40	1324	34	1330	49	44	37	5	14	0	0	0	83	265	79	323	580
УИК №76	2817	2200	0	1645	58	497	58	1640	49	1649	70	50	143	20	0	0	0	0	85	312	82	479	691
УИК №763	2329	2000	0	1313	45	642	45	1310	29	1326	54	52	60	2	23	0	0	0	71	306	71	306	572
УИК №764	2961	2400	0	1547	37	816	37	1543	34	1546	91	89	83	2	5	0	0	0	111	282	80	305	768
УИК №765	2918	2400	0	1580	152	668	152	1580	36	1696	60	60	101	0	4	0	0	0	87	294	76	235	1004
УИК №766	2695	2200	0	1666	37	497	37	1629	39	1627	75	75	58	0	5	0	0	0	96	335	102	273	821
УИК №767	2764	2300	0	1557	49	694	49	1557	33	1573	80	80	49	0	11	0	0	0	125	311	75	303	759
УИК №768	2940	2400	0	1546	45	809	45	1539	40	1544	59	57	19	2	5	0	0	0	121	246	76	307	794
УИК №769	2846	2300	0	1521	82	697	82	1521	33	1570	87	86	69	1	7	0	0	0	108	248	78	306	830
УИК №770	2566	2000	0	1374	72	554	72	1373	34	1411	78	78	51	0	8	0	0	0	104	243	78	272	714
УИК №771	2460	2000	0	1352	45	603	45	1350	28	1367	55	48	28	7	2	0	0	0	122	227	104	247	667
УИК №772	2388	2000	0	1297	50	653	50	1297	28	1319	80	78	62	2	3	0	0	0	94	244	70	270	641
УИК №77	3045	2600	0	1861	57	682	57	1854	40	1871	58	51	201	7	1	0	0	0	95	310	109	469	888
УИК №773	2055	1600	0	1053	46	501	46	1050	15	1081	60	47	78	13	0	0	0	0	58	199	63	231	530
УИК №774	2159	1700	0	1143	43	514	43	1143	30	1156	60	51	48	9	1	0	0	0	89	207	67	230	563
УИК №775	2365	1900	0	1306	53	541	53	1306	30	1329	50	43	29	7	5	0	0	0	77	244	73	333	602
УИК №776	2657	2100	0	1541	47	512	47	1525	29	1543	60	60	53	0	7	0	0	0	85	265	87	332	774
УИК №777	2250	1700	0	1264	64	372	64	1261	19	1306	60	59	70	1	0	0	0	0	78	227	70	286	645
УИК №778	2201	1700	0	1199	35	466	35	1199	21	1213	60	60	46	0	12	0	0	0	99	216	76	212	610
УИК №779	2369	2000	0	1275	53	672	53	1273	12	1314	70	70	24	0	4	0	0	0	111	251	63	207	682
УИК №780	2113	1500	0	1150	47	303	47	1124	26	1145	55	47	196	8	3	0	0	0	90	235	59	166	595
УИК №781	2636	2000	0	1516	70	414	70	1499	25	1544	60	57	70	3	4	0	0	0	138	294	80	278	754
УИК №782	2599	2100	0	1421	58	621	58	1415	28	1445	60	59	25	1	6	0	0	0	106	264	88	252	735
УИК №78	2723	2600	0	1447	59	1094	59	1443	34	1468	80	80	141	0	0	0	0	0	54	255	83	563	513
УИК №783	2407	1800	0	1397	50	353	50	1396	22	1424	50	47	48	3	1	0	0	0	79	284	94	266	701
УИК №784	2352	2000	0	1384	36	580	36	1373	36	1373	57	57	47	0	1	0	0	0	98	263	73	335	604
УИК №785	2153	1700	0	1299	27	374	27	1289	28	1288	55	46	29	9	1	0	0	0	74	262	69	339	544
УИК №786	2431	2000	0	1406	28	566	28	1400	27	1401	68	68	78	0	1	0	0	0	104	271	62	257	707
УИК №787	2057	1700	0	1160	49	491	49	1148	26	1171	55	50	19	5	1	0	0	0	83	219	68	228	573
УИК №788	2441	2000	0	1399	35	566	35	1394	32	1397	75	68	57	7	0	0	0	0	111	286	75	259	666
УИК №789	2236	1800	0	1214	61	525	61	1209	33	1237	55	51	34	4	0	0	0	0	94	266	74	220	583
УИК №790	2741	2100	0	1514	24	562	24	1511	36	1499	60	59	133	1	2	0	0	0	138	246	75	255	785
УИК №791	2307	1900	0	1367	21	512	21	1365	21	1365	60	57	19	3	5	0	0	0	107	244	65	239	710
УИК №792	2755	2300	0	1430	69	801	69	1427	37	1459	82	82	34	0	4	0	0	0	86	269	76	285	743
УИК №79	2795	2600	0	1520	65	1015	65	1506	33	1538	65	49	51	16	2	0	0	0	46	308	98	561	525
УИК №793	1890	1500	0	1051	4	445	4	1049	18	1035	35	34	74	1	3	0	0	0	63	174	40	243	515
УИК №794	1649	1400	0	841	12	547	12	841	14	839	35	35	41	0	2	0	0	0	76	135	37	142	449
УИК №795	2348	2000	0	1105	5	890	5	1103	14	1094	60	58	32	2	3	0	0	0	103	221	58	191	521
УИК №796	1956	1600	0	967	48	585	48	965	13	1000	45	45	27	0	6	0	0	0	82	167	45	191	515
УИК №797	2249	2000	0	1456	81	463	81	1456	30	1507	50	50	65	0	7	0	0	0	144	295	85	236	747
УИК №798	2363	2000	0	1548	24	428	24	1524	21	1527	60	60	81	0	4	0	0	0	113	265	77	236	836
УИК №799	1592	1300	0	947	39	314	39	947	11	975	50	50	74	0	5	0	0	0	76	184	70	135	510
УИК №800	2055	1800	0	1145	75	580	75	1145	22	1198	65	65	71	0	0	0	0	0	112	212	53	161	660
УИК №801	2797	2200	0	1603	38	559	38	1600	24	1614	100	84	56	16	13	0	0	0	113	304	87	314	796
УИК №802	2705	2100	0	1465	39	596	39	1463	23	1479	75	68	30	7	11	0	0	0	111	282	57	285	744
УИК №803	2298	1800	0	1176	65	559	65	1174	22	1217	50	42	42	8	2	0	0	0	97	213	68	195	644
УИК №804	2377	1900	0	1193	60	647	60	1193	27	1226	75	68	36	7	19	0	0	0	85	273	70	179	619
УИК №805	2865	2200	0	1438	104	658	104	1437	24	1517	75	71	46	4	17	0	0	0	130	302	94	269	722
УИК №806	2404	1900	0	1339	44	517	44	1339	19	1364	70	69	45	1	15	0	0	0	114	300	59	197	694
УИК №807	2910	2200	0	1354	57	789	50	1350	24	1376	70	58	71	9	7	3	0	0	82	276	82	238	698
УИК №808	2204	1700	0	1057	62	576	62	1057	16	1103	60	52	37	8	5	0	5	0	85	225	62	210	521
УИК №809	2778	2200	0	1399	47	754	47	1386	19	1414	95	90	46	5	17	0	0	0	82	295	63	265	709
УИК №810	2770	2200	0	1441	82	677	82	1439	28	1493	80	74	47	6	11	0	0	0	106	288	91	289	719
УИК №811	2503	2000	0	1240	83	677	83	1238	20	1301	80	73	33	7	5	0	0	0	90	261	69	235	646
УИК №812	1967	1500	0	1016	51	433	51	1016	26	1041	50	48	38	2	3	0	0	0	76	181	47	225	512
УИК №813	2483	1900	0	1334	53	513	53	1334	31	1356	75	71	56	4	5	0	0	0	96	235	84	279	662
УИК №814	2239	1700	0	1268	49	383	49	1265	23	1291	80	75	79	5	6	0	0	0	82	242	75	245	647
УИК №815	2298	1800	0	1386	45	369	45	1383	30	1398	70	54	54	16	5	0	3	3	97	314	75	266	646
УИК №816	2364	1900	0	1321	35	544	35	1321	39	1317	60	54	20	6	4	0	0	0	81	260	50	264	662
УИК №817	2423	1900	0	1374	63	463	63	1374	24	1413	65	58	31	7	6	0	0	0	92	305	83	324	609
УИК №818	2812	2200	0	1641	49	510	49	1641	85	1605	65	61	50	4	5	0	0	0	91	281	99	364	770
УИК №8	1880	1500	0	1072	28	400	28	1070	23	1075	50	43	163	7	0	0	0	0	57	188	39	333	458
УИК №819	2319	1800	0	1319	44	437	44	1314	26	1332	70	67	41	3	11	0	0	0	68	288	85	262	629
УИК №820	2849	2300	0	1725	31	544	31	1720	43	1708	90	79	28	11	5	0	0	0	76	400	92	365	775
УИК №821	2246	2000	0	1313	30	657	30	1296	25	1301	70	68	30	2	0	0	0	0	73	260	79	239	650
УИК №822	2616	2300	0	1500	129	671	129	1495	34	1590	70	51	35	19	1	0	0	0	112	350	82	221	825
УИК №823	2707	2300	0	1609	83	608	83	1608	40	1651	60	57	45	3	1	0	0	0	109	344	96	266	836
УИК №824	2653	2300	0	1514	77	709	77	1512	24	1565	63	62	31	1	1	0	0	0	107	295	76	294	793
УИК №825	2603	2300	0	1478	48	774	48	1471	30	1489	60	52	38	8	8	0	0	0	92	288	77	285	747
УИК №826	2134	1900	0	1201	18	681	18	1201	22	1197	60	52	42	8	1	0	0	0	95	260	46	168	628
УИК №827	2239	1900	0	1336	54	510	54	1336	24	1366	60	53	27	7	1	0	0	0	74	335	70	274	613
УИК №828	2956	2500	0	1577	44	879	44	1574	24	1594	80	46	58	34	0	0	0	0	108	302	80	455	649
УИК №829	2682	2300	0	1552	36	712	36	1547	26	1557	60	52	38	8	1	0	0	0	89	305	82	413	668
УИК №830	2255	2000	0	1317	41	642	41	1308	22	1327	50	36	23	14	4	0	0	0	92	275	62	299	599
УИК №831	2432	2200	0	1504	54	642	54	1504	32	1526	50	44	54	6	2	0	0	0	83	316	91	363	673
УИК №832	2313	2100	0	1313	49	738	49	1310	21	1338	50	42	50	8	1	0	0	0	86	285	66	310	591
УИК №83	2887	2700	0	1673	61	966	61	1613	39	1635	65	59	84	6	0	0	0	0	75	326	65	562	607
УИК №833	1723	1500	0	965	61	474	61	965	11	1015	40	34	34	6	0	0	0	0	47	220	68	209	471
УИК №834	2273	2000	0	1323	48	629	48	1321	22	1347	65	59	42	6	0	0	0	0	95	273	74	209	696
УИК №835	2533	2200	0	1454	52	694	52	1449	26	1475	40	35	23	5	5	0	0	0	89	273	57	268	788
